,,,,Margin,Dollars,Dollars,Dollars,Sale_Date,Volume Sold (Liters),Volume Sold (Liters),MarginRatio,day_of_sale,DaysOpen,AverageSalesPerDay,MarginRatio,Dollars,Dollars,Margin,Volume Sold (Liters),Volume Sold (Liters),MarginRatio,Dollars,Dollars,Margin,Volume Sold (Liters),Volume Sold (Liters),Dominant_Sale_Category
,,,,Mean2015,AverageDollars2015,NumberOfSales2015,TotalDollars2015,DaysOpenTemp,AverageVolume2015,TotalVolume2015,Median2015,DaysOpenTemp,,,Median2015q1,AverageDollars2015q1,TotalDollars2015q1,Mean2015q1,AverageVolume2015q1,TotalVolume2015q1,Median2016q1,AverageDollars2016q1,TotalDollars2016q1,Mean2016q1,AverageVolume2016q1,TotalVolume2016q1,
Store Number,Zip Code,City,County Number,,,,,,,,,,,,,,,,,,,,,,,,
4154,52233,HIAWATHA,57.0,4.721640625,62.973046875,128.0,8060.55,1970-01-01 00:00:00.000000039,5.283203125,676.25,0.333333333333,3,3,0.820512820513,0.333333333333,49.1076,1227.69,4.6328,4.21,105.25,0.333407440344,60.5359375,1937.15,3.79875,5.3046875,169.75,
4155,52302,MARION,57.0,4.37298850575,184.055172414,87.0,16012.8,1970-01-01 00:00:00.000000038,15.524137931,1350.6,0.333333333333,3,3,0.557692307692,0.333333333333,77.33,1546.6,3.7295,8.2875,165.75,0.333481547354,108.076923077,1405.0,4.51615384615,7.73076923077,100.5,
4156,50662,OELWEIN,33.0,4.38270967742,231.802451613,155.0,35929.38,1970-01-01 00:00:00.000000045,17.5267741935,2716.65,0.333402792248,2,2,1.49038461538,0.333503470699,117.476428571,3289.34,4.30714285714,8.16964285714,228.75,0.333525678015,200.467777778,5412.63,4.09555555556,26.7222222222,721.5,
4157,52317,NORTH LIBERTY,52.0,4.73669230769,102.927846154,130.0,13380.62,1970-01-01 00:00:00.000000046,7.59807692308,987.75,0.333501006036,3,3,0.833333333333,0.333333333333,84.1003333333,2523.01,5.00633333333,5.75,172.5,0.333509793542,262.433103448,7610.56,4.67965517241,21.9827586207,637.5,
4158,51401,CARROLL,14.0,4.60033898305,185.738644068,118.0,21917.16,1970-01-01 00:00:00.000000042,18.8644067797,2226.0,0.333333333333,3,3,0.75641025641,0.333333333333,480.717391304,11056.5,4.40304347826,54.5217391304,1254.0,0.333333333333,142.382307692,3701.94,5.31269230769,11.1923076923,291.0,
4159,51503,COUNCIL BLUFFS,78.0,5.02731343284,195.505970149,67.0,13098.9,1970-01-01 00:00:00.000000034,16.9141791045,1133.25,0.333453496756,3,3,0.429487179487,0.333453496756,148.700909091,1635.71,5.62818181818,12.6136363636,138.75,0.333439220669,1322.28,10578.24,3.81875,91.6875,733.5,
4160,52240,IOWA CITY,52.0,4.61977777778,89.4777777778,90.0,8053.0,1970-01-01 00:00:00.000000041,7.27666666667,654.9,0.333333333333,2,2,0.865384615385,0.333333333333,82.1208,2053.02,4.9568,6.426,160.65,0.33353589507,114.130714286,1597.83,4.28071428571,8.30357142857,116.25,
4161,52246,IOWA CITY,52.0,4.79742857143,124.298285714,70.0,8700.88,1970-01-01 00:00:00.000000034,10.0928571429,706.5,0.333447670161,2,2,0.673076923077,0.333544622674,164.755,3295.1,4.532,13.5375,270.75,0.33340864588,85.775,1543.95,4.08888888889,9.83333333333,177.0,
4162,52404,CEDAR RAPIDS,57.0,4.87479674797,155.338780488,123.0,19106.67,1970-01-01 00:00:00.000000044,11.662601626,1434.5,0.333333333333,3,3,0.788461538462,0.333333333333,156.356666667,4221.63,4.77666666667,12.3796296296,334.25,0.333333333333,183.818235294,6249.82,4.70411764706,21.6617647059,736.5,
4163,50588,STORM LAKE,11.0,4.54098765432,66.7601234568,81.0,5407.57,1970-01-01 00:00:00.000000036,6.14197530864,497.5,0.333333333333,3,3,0.519230769231,0.333333333333,67.5415625,2161.33,4.415,6.2578125,200.25,0.333333333333,411.066666667,6166.0,4.51866666667,47.7333333333,716.0,
4164,52722,BETTENDORF,82.0,4.36891891892,84.2456756757,222.0,18702.54,1970-01-01 00:00:00.000000051,6.07031531532,1347.61,0.333333333333,3,3,1.42307692308,0.333370378603,73.9814814815,3995.0,4.87722222222,5.02833333333,271.53,0.333333333333,65.6635,3939.81,4.10683333333,5.58866666667,335.32,
4165,50023,ANKENY,77.0,6.35003257329,45.9068729642,307.0,14093.41,1970-01-01 00:00:00.000000075,2.44739413681,751.35,0.333333333333,5,5,1.18076923077,0.333481547354,42.7159375,2733.82,6.63671875,2.18015625,139.53,0.333333333333,33.7303636364,1855.17,5.74690909091,2.26036363636,124.32,
4166,50648,JESUP,10.0,4.97183098592,52.961971831,142.0,7520.6,1970-01-01 00:00:00.000000047,4.31866197183,613.25,0.333333333333,3,3,0.910256410256,0.333333333333,64.032,1920.96,5.218,4.83333333333,145.0,0.333504624872,47.8120512821,1864.67,4.89076923077,4.16666666667,162.5,
4167,52001,DUBUQUE,31.0,5.58536772777,183.505543359,911.0,167173.55,1970-01-01 00:00:00.000000052,10.883819978,9915.16,0.333333333333,4,4,4.37980769231,0.333333333333,170.104,37422.88,5.31154545455,10.6702727273,2347.46,0.333333333333,213.054044444,47937.16,5.83422222222,14.1591555556,3185.81,
4171,52033,CASCADE,31.0,4.56663636364,129.391727273,110.0,14233.09,1970-01-01 00:00:00.000000044,11.0227272727,1212.5,0.333333333333,3,3,0.705128205128,0.333399497155,175.671538462,4567.46,4.80961538462,14.4903846154,376.75,0.333522404991,116.056969697,3829.88,4.43606060606,10.3409090909,341.25,
4172,50006,ALDEN,42.0,6.04,99.2506593407,91.0,9031.81,1970-01-01 00:00:00.000000040,6.91472527473,629.24,0.333333333333,3,3,0.583333333333,0.333333333333,94.1769230769,2448.6,5.60769230769,6.77384615385,176.12,0.333333333333,87.7308,2193.27,7.0144,5.64,141.0,
4173,51046,PAULLINA,71.0,5.49397435897,61.4641025641,78.0,4794.2,1970-01-01 00:00:00.000000034,5.02384615385,391.86,0.333433363713,2,2,0.75,0.33351468988,57.4461538462,746.8,6.73769230769,3.84538461538,49.99,0.333333333333,70.5458823529,1199.28,6.28941176471,5.58823529412,95.0,
4176,52405,CEDAR RAPIDS,57.0,4.38597315436,85.0065100671,149.0,12665.97,1970-01-01 00:00:00.000000049,6.40100671141,953.75,0.333333333333,3,3,0.955128205128,0.333377789633,113.169615385,2942.41,4.06576923077,7.67115384615,199.45,0.333333333333,69.3566666667,2496.84,4.45833333333,5.12916666667,184.65,
4177,50142,LE GRAND,64.0,4.48407894737,29.8781140351,228.0,6812.21,1970-01-01 00:00:00.000000039,2.19850877193,501.26,0.333384899508,3,3,1.46153846154,0.333486238532,29.4080327869,1793.89,4.21475409836,2.12639344262,129.71,0.333333333333,29.7153846154,1545.2,4.37538461538,2.17,112.84,
4180,52302,MARION,57.0,3.38705501618,52.944789644,309.0,16359.94,1970-01-01 00:00:00.000000051,4.00588996764,1237.82,0.333333333333,3,3,1.98076923077,0.333333333333,55.1030769231,3581.7,3.26430769231,3.64523076923,236.94,0.333333333333,66.0592307692,4293.85,3.724,4.43107692308,288.02,
4182,52040,DYERSVILLE,31.0,4.28196581197,167.262136752,117.0,19569.67,1970-01-01 00:00:00.000000043,17.25,2018.25,0.333333333333,3,3,0.75,0.333333333333,219.636551724,6369.46,4.65,23.3793103448,678.0,0.333333333333,111.077826087,2554.79,4.49434782609,8.57608695652,197.25,
4183,52101,DECORAH,96.0,5.11519230769,111.196394231,208.0,23128.85,1970-01-01 00:00:00.000000051,7.921875,1647.75,0.333333333333,3,3,1.33333333333,0.333333333333,82.9295238095,3483.04,5.13238095238,6.0,252.0,0.333381825235,124.380576923,6467.79,5.42211538462,8.12980769231,422.75,
4184,52761,MUSCATINE,70.0,4.89761363636,93.7242045455,88.0,8247.73,1970-01-01 00:00:00.000000042,8.05397727273,708.75,0.333410780669,3,3,0.564102564103,0.333372057001,85.1911111111,1533.44,6.49722222222,5.83333333333,105.0,0.333471809525,104.541,3136.23,5.051,7.375,221.25,
4185,50112,GRINNELL,79.0,4.95496183206,108.457480916,131.0,14207.93,1970-01-01 00:00:00.000000047,10.0801526718,1320.5,0.333410780669,2,2,1.25961538462,0.333501966081,103.209642857,2889.87,5.59892857143,7.82142857143,219.0,0.333333333333,111.674347826,5137.02,4.97369565217,9.96195652174,458.25,
4186,50321,DES MOINES,77.0,4.65311926606,57.2833944954,109.0,6243.89,1970-01-01 00:00:00.000000041,4.03651376147,439.98,0.333333333333,3,3,0.698717948718,0.333474396953,67.2221212121,2218.33,3.8696969697,4.38787878788,144.8,0.333333333333,61.6072413793,1786.61,4.19482758621,4.6724137931,135.5,
4189,52057,MANCHESTER,28.0,4.46635135135,110.618108108,74.0,8185.74,1970-01-01 00:00:00.000000035,9.4972972973,702.8,0.333460907128,2,2,0.711538461538,0.333333333333,88.9866666667,1334.8,4.26866666667,7.48333333333,112.25,0.333613447138,328.312,3283.12,3.746,37.8,378.0,
4190,50129,JEFFERSON,37.0,4.56043165468,77.7362589928,139.0,10805.34,1970-01-01 00:00:00.000000047,5.78417266187,804.0,0.333333333333,2,2,1.33653846154,0.333333333333,62.9719354839,1952.13,4.62,5.00806451613,155.25,0.333370778102,47.4046666667,1422.14,4.20033333333,4.275,128.25,
4191,50219,PELLA,63.0,5.07518518519,244.462407407,54.0,13200.97,1970-01-01 00:00:00.000000025,19.7872222222,1068.51,0.333333333333,1,1,1.03846153846,0.33351468988,60.6076923077,787.9,4.61538461538,4.73076923077,61.5,0.333425516224,1053.419,10534.19,6.927,68.25,682.5,
4192,52722,BETTENDORF,82.0,4.73301587302,119.485714286,63.0,7527.6,1970-01-01 00:00:00.000000036,10.5,661.5,0.333333333333,2,2,0.605769230769,0.333333333333,80.2813333333,1204.22,3.53733333333,8.2,123.0,0.333333333333,66.84,868.92,3.65615384615,6.34615384615,82.5,
4193,51346,HARTLEY,71.0,4.24565217391,46.3585507246,138.0,6397.48,1970-01-01 00:00:00.000000041,3.52826086957,486.9,0.333333333333,2,2,1.32692307692,0.333407440344,40.555,1135.54,4.30357142857,2.87,80.36,0.333333333333,44.6746153846,1742.31,5.17025641026,3.48641025641,135.97,
4194,50208,NEWTON,50.0,4.17716981132,145.967924528,106.0,15472.6,1970-01-01 00:00:00.000000042,13.3938679245,1419.75,0.333386260188,5,5,0.407692307692,0.333333333333,103.2105,2064.21,4.116,7.9125,158.25,0.33348544151,98.1045833333,2354.51,3.79458333333,9.01583333333,216.38,
4195,52342,TOLEDO,86.0,4.6920952381,82.4608571429,105.0,8658.39,1970-01-01 00:00:00.000000042,6.85714285714,720.0,0.333333333333,3,3,0.673076923077,0.333333333333,77.01,1694.22,4.55318181818,7.19318181818,158.25,0.333333333333,75.0186956522,1725.43,3.89782608696,7.4347826087,171.0,
4196,52806,DAVENPORT,82.0,4.51718446602,175.017378641,103.0,18026.79,1970-01-01 00:00:00.000000043,20.1946601942,2080.05,0.333333333333,3,3,0.660256410256,0.333388907414,120.541818182,2651.92,4.96954545455,8.89772727273,195.75,0.333407440344,120.675769231,3137.57,4.26692307692,8.82692307692,229.5,
4197,51054,SERGEANT BLUFF,97.0,5.03082802548,81.7623566879,157.0,12836.69,1970-01-01 00:00:00.000000049,7.20859872611,1131.75,0.333333333333,3,3,1.00641025641,0.333486660534,80.6997142857,2824.49,4.97685714286,7.72142857143,270.25,0.333333333333,68.6805882353,3502.71,4.51980392157,6.02941176471,307.5,
4200,51108,SIOUX CITY,97.0,4.35372340426,119.912978723,94.0,11271.82,1970-01-01 00:00:00.000000037,11.4574468085,1077.0,0.333460907128,2,2,0.903846153846,0.333399497155,66.0383333333,1584.92,4.37083333333,4.71875,113.25,0.333333333333,96.7805882353,1645.27,4.57470588235,7.57352941176,128.75,
4201,51109,SIOUX CITY,97.0,4.56977272727,68.9729545455,132.0,9104.43,1970-01-01 00:00:00.000000049,5.60795454545,740.25,0.333333333333,3,3,0.846153846154,0.333444481494,62.6188888889,1690.71,4.78518518519,5.16666666667,139.5,0.333333333333,81.3641666667,2929.11,4.39277777778,6.39583333333,230.25,
4202,51106,SIOUX CITY,97.0,5.3051754386,149.735438596,114.0,17069.84,1970-01-01 00:00:00.000000043,11.0789473684,1263.0,0.333333333333,3,3,0.730769230769,0.333333333333,98.9777777778,2672.4,5.74851851852,8.75,236.25,0.333333333333,134.027647059,2278.47,5.99764705882,10.0147058824,170.25,
4205,50158,MARSHALLTOWN,64.0,4.98106666667,103.720133333,75.0,7779.01,1970-01-01 00:00:00.000000036,8.83666666667,662.75,0.333333333333,3,3,0.480769230769,0.333333333333,100.036363636,1100.4,4.05909090909,10.3636363636,114.0,0.333333333333,149.962083333,3599.09,4.94458333333,11.7604166667,282.25,
4209,50111,GRIMES,77.0,5.41421364985,192.594480712,337.0,64904.34,1970-01-01 00:00:00.000000052,14.1053412463,4753.5,0.333333333333,3,3,2.16025641026,0.333333333333,173.630704225,12327.78,4.95028169014,13.5633802817,963.0,0.333333333333,175.885263158,13367.28,5.33697368421,12.8881578947,979.5,
4223,50707,EVANSDALE,7.0,3.97932835821,67.728358209,134.0,9075.6,1970-01-01 00:00:00.000000028,5.41641791045,725.8,0.333333333333,2,2,1.28846153846,0.333333333333,76.6947826087,1763.98,3.5347826087,5.97173913043,137.35,0.333333333333,57.7590909091,1906.05,4.05818181818,4.92727272727,162.6,
4228,52349,VINTON,6.0,4.40666666667,161.812923977,171.0,27670.01,1970-01-01 00:00:00.000000050,13.5315789474,2313.9,0.333333333333,3,3,1.09615384615,0.333333333333,162.357142857,6819.0,4.07261904762,15.5607142857,653.55,0.333333333333,137.28,4804.8,4.606,12.4285714286,435.0,
4229,51537,HARLAN,83.0,4.72322033898,544.717627119,59.0,32138.34,1970-01-01 00:00:00.000000038,61.5,3628.5,0.333333333333,3,3,0.378205128205,0.333333333333,219.144,3287.16,3.61933333333,27.4,411.0,0.333333333333,114.1375,1826.2,4.255625,10.734375,171.75,
4230,50325,CLIVE,77.0,4.43957894737,77.3993684211,95.0,7352.94,1970-01-01 00:00:00.000000037,7.33947368421,697.25,0.333465660977,5,5,0.365384615385,0.333483958427,78.9651515152,2605.85,4.5,7.40909090909,244.5,0.333333333333,87.1431578947,1655.72,4.37947368421,7.30263157895,138.75,
4231,51031,LE MARS,75.0,4.51644444444,134.342444444,90.0,12090.82,1970-01-01 00:00:00.000000043,14.1972222222,1277.75,0.333333333333,3,3,0.576923076923,0.333333333333,104.199130435,2396.58,4.28217391304,9.48913043478,218.25,0.333333333333,126.084,2521.68,4.65,11.925,238.5,
4233,52136,CRESCO,45.0,5.0053968254,180.847380952,126.0,22786.77,1970-01-01 00:00:00.000000047,16.5952380952,2091.0,0.333333333333,2,2,1.21153846154,0.333410780669,338.798787879,11180.36,5.08181818182,30.1136363636,993.75,0.333333333333,108.154285714,4542.48,4.46452380952,9.76785714286,410.25,
4234,51301,SPENCER,21.0,4.178625,163.59575,80.0,13087.66,1970-01-01 00:00:00.000000041,15.3825,1230.6,0.333333333333,3,3,0.512820512821,0.333333333333,107.293846154,1394.82,3.85307692308,9.57692307692,124.5,0.333333333333,128.632222222,2315.38,4.20722222222,14.7083333333,264.75,
4235,50595,WEBSTER CITY,40.0,4.72166666667,115.304444444,54.0,6226.44,1970-01-01 00:00:00.000000032,9.69907407407,523.75,0.333388907414,2,2,0.519230769231,0.333333333333,100.448181818,1104.93,4.03090909091,11.1818181818,123.0,0.333439187044,131.655217391,3028.07,6.29826086957,9.01086956522,207.25,
4236,50533,EAGLE GROVE,99.0,5.34631578947,141.765842105,190.0,26935.51,1970-01-01 00:00:00.000000049,12.6513157895,2403.75,0.333333333333,2,2,1.82692307692,0.333333333333,87.9289795918,4308.52,5.35795918367,6.15816326531,301.75,0.333443054641,70.2262162162,2598.37,5.38702702703,4.38513513514,162.25,
4246,51601,SHENANDOAH,73.0,4.295,94.9786206897,58.0,5508.76,1970-01-01 00:00:00.000000031,9.75431034483,565.75,0.333333333333,2,2,0.557692307692,0.333333333333,60.9270588235,1035.76,4.11235294118,5.97058823529,101.5,0.333386260188,127.255,2036.08,5.465,9.328125,149.25,
4249,51632,CLARINDA,73.0,4.2340625,93.2503125,64.0,5968.02,1970-01-01 00:00:00.000000025,8.77734375,561.75,0.333333333333,2,2,0.615384615385,0.333333333333,64.981875,1039.71,3.68875,7.5,120.0,0.333333333333,80.0154545455,880.17,4.45636363636,7.77272727273,85.5,
4250,50627,ELDORA,42.0,5.04095238095,105.575396825,63.0,6651.25,1970-01-01 00:00:00.000000036,9.61507936508,605.75,0.333333333333,3,3,0.403846153846,0.333333333333,85.2921428571,1194.09,5.93142857143,6.82142857143,95.5,0.333333333333,284.825454545,6266.16,4.07454545455,31.3977272727,690.75,
4251,50014,AMES,85.0,7.11688405797,97.8010144928,138.0,13496.54,1970-01-01 00:00:00.000000040,6.03666666667,833.06,0.333333333333,4,4,0.663461538462,0.333410780669,94.3005714286,3300.52,7.09542857143,5.268,184.38,0.333397758021,97.2905405405,3599.75,5.9172972973,5.84459459459,216.25,
4252,52310,MONTICELLO,53.0,4.9328,77.8135333333,150.0,11672.03,1970-01-01 00:00:00.000000049,6.52533333333,978.8,0.333333333333,3,3,0.961538461538,0.333333333333,64.0024137931,1856.07,4.86413793103,5.81896551724,168.75,0.333333333333,83.4825925926,2254.03,4.19777777778,6.34259259259,171.25,
4253,50273,WINTERSET,61.0,4.76525,238.0725,120.0,28568.7,1970-01-01 00:00:00.000000040,26.2625,3151.5,0.333417460143,2,2,1.15384615385,0.333333333333,465.524651163,20017.56,4.12395348837,58.0639534884,2496.75,0.333333333333,138.661578947,2634.57,4.63315789474,14.9210526316,283.5,
4254,50536,EMMETSBURG,74.0,4.26556818182,119.791704545,88.0,10541.67,1970-01-01 00:00:00.000000040,10.4102272727,916.1,0.333333333333,2,2,0.846153846154,0.333333333333,93.0316666667,2232.76,4.11166666667,8.03541666667,192.85,0.333333333333,124.1815,2483.63,4.345,11.5,230.0,
4255,51041,ORANGE CITY,84.0,4.58656050955,258.700636943,157.0,40616.0,1970-01-01 00:00:00.000000048,21.7982165605,3422.32,0.333333333333,4,4,0.754807692308,0.333333333333,119.6308,5981.54,4.5486,9.4574,472.87,0.333499753421,410.175,16407.0,4.5145,43.775,1751.0,
4256,51250,SIOUX CENTER,84.0,4.922,301.279375,80.0,24102.35,1970-01-01 00:00:00.000000036,19.090625,1527.25,0.333333333333,2,2,0.769230769231,0.333333333333,232.694347826,5351.97,4.93826086957,12.1304347826,279.0,0.333333333333,167.060625,2672.97,3.88,19.78125,316.5,
4258,52601,BURLINGTON,29.0,4.92867346939,147.253367347,98.0,14430.83,1970-01-01 00:00:00.000000044,14.4183673469,1413.0,0.333333333333,4,4,0.471153846154,0.333333333333,237.297428571,8305.41,5.02314285714,23.3571428571,817.5,0.333394743306,85.3694444444,1536.65,4.6,8.08333333333,145.5,
4260,50213,OSCEOLA,20.0,6.28475609756,284.265243902,82.0,23309.75,1970-01-01 00:00:00.000000039,18.9725609756,1555.75,0.333333333333,2,2,0.788461538462,0.333440411179,182.680909091,2009.49,5.74909090909,11.7954545455,129.75,0.333456153279,166.811111111,4503.9,5.21407407407,13.9074074074,375.5,
4265,50702,WATERLOO,7.0,3.67565217391,99.642687747,253.0,25209.6,1970-01-01 00:00:00.000000052,5.53158102767,1399.49,0.333333333333,3,3,1.62179487179,0.333529629172,113.81625,6373.71,3.11142857143,5.99553571429,335.75,0.333333333333,107.31704918,6546.34,4.56475409836,5.74360655738,350.36,
4266,51601,SHENANDOAH,73.0,4.7153968254,131.174285714,63.0,8263.98,1970-01-01 00:00:00.000000029,9.60476190476,605.1,0.333333333333,2,2,0.605769230769,0.333333333333,123.103333333,2215.86,4.84555555556,9.0,162.0,0.333333333333,103.024,1545.36,5.428,9.1,136.5,
4267,50020,ANITA,15.0,4.81464912281,65.9116666667,114.0,7513.93,1970-01-01 00:00:00.000000040,5.00438596491,570.5,0.333333333333,3,3,0.730769230769,0.333333333333,63.115625,2019.7,4.5359375,5.4296875,173.75,0.333333333333,66.1952941176,1125.32,3.84117647059,6.02941176471,102.5,
4268,50511,ALGONA,55.0,4.83422222222,132.748962963,135.0,17921.11,1970-01-01 00:00:00.000000045,12.9074074074,1742.5,0.333447566827,2,2,1.29807692308,0.333501006036,128.675714286,4503.65,4.36914285714,12.5285714286,438.5,0.333386260188,92.044375,1472.71,4.588125,6.515625,104.25,
4269,52772,TIPTON,16.0,4.18404458599,66.3053184713,314.0,20819.87,1970-01-01 00:00:00.000000052,5.39410828025,1693.75,0.333408682734,3,3,2.01282051282,0.333333333333,60.9497183099,4327.43,3.79,5.37492957746,381.62,0.333333333333,189.614347826,13083.39,4.31739130435,19.5014492754,1345.6,
4271,52544,CENTERVILLE,4.0,5.59,138.3776,50.0,6918.88,1970-01-01 00:00:00.000000030,9.185,459.25,0.333333333333,2,2,0.480769230769,0.333444481494,129.513333333,1165.62,5.43111111111,8.72222222222,78.5,0.333333333333,138.08,1656.96,5.47916666667,9.9375,119.25,
4272,51334,ESTHERVILLE,32.0,5.23117647059,167.604852941,68.0,11397.13,1970-01-01 00:00:00.000000034,15.0772058824,1025.25,0.333460907128,2,2,0.653846153846,0.333526682135,183.69,2387.97,5.06692307692,16.7884615385,218.25,0.333333333333,92.2384615385,1199.1,4.60923076923,9.11538461538,118.5,
4273,50317,DES MOINES,77.0,3.97372159091,44.9668465909,352.0,15828.33,1970-01-01 00:00:00.000000052,2.886875,1016.18,0.333333333333,3,3,2.25641025641,0.333333333333,33.5763157895,2551.8,3.56578947368,2.39657894737,182.14,0.333333333333,47.0398780488,3857.27,3.84853658537,3.20390243902,262.72,
4275,50138,KNOXVILLE,63.0,4.88425925926,205.294814815,54.0,11085.92,1970-01-01 00:00:00.000000033,18.6181481481,1005.38,0.333333333333,3,3,0.346153846154,0.333333333333,171.514,1715.14,4.269,15.6,156.0,0.333333333333,154.663636364,1701.3,4.76636363636,12.2727272727,135.0,
4277,51031,LE MARS,75.0,5.82147727273,138.768257576,264.0,36634.82,1970-01-01 00:00:00.000000051,8.81996212121,2328.47,0.333333333333,3,3,1.69230769231,0.333333333333,108.3024,8122.68,5.36213333333,7.4256,556.92,0.333415658187,139.177142857,6819.68,5.83653061224,9.45285714286,463.19,
4279,52248,KEOTA,54.0,3.92361111111,57.0791666667,36.0,2054.85,1970-01-01 00:00:00.000000020,4.95777777778,178.48,0.333393415044,3,3,0.230769230769,0.333709689553,54.795,328.77,3.375,4.625,27.75,0.333664879516,64.45875,515.67,3.42125,6.42125,51.37,
4283,52302,MARION,57.0,4.54049382716,89.7912345679,81.0,7273.09,1970-01-01 00:00:00.000000038,6.89975308642,558.88,0.333333333333,2,2,0.778846153846,0.333333333333,90.7125,2177.1,3.85625,8.05,193.2,0.333333333333,51.2745,1025.49,3.82,3.2895,65.79,
4284,50126,IOWA FALLS,42.0,4.80590909091,165.7275,44.0,7292.01,1970-01-01 00:00:00.000000024,16.5,726.0,0.33347917769,3,3,0.282051282051,0.333333333333,160.070769231,2080.92,4.31076923077,16.3846153846,213.0,0.333333333333,125.25,2129.25,5.30823529412,10.2794117647,174.75,
4285,50659,NEW HAMPTON,19.0,4.43216494845,126.408659794,97.0,12261.64,1970-01-01 00:00:00.000000043,11.6546391753,1130.5,0.333333333333,3,3,0.621794871795,0.333333333333,160.858461538,4182.32,4.35038461538,14.8846153846,387.0,0.333517699115,84.4756521739,1942.94,3.95782608696,5.78260869565,133.0,
4289,52172,WAUKON,3.0,5.15325581395,113.76872093,86.0,9784.11,1970-01-01 00:00:00.000000038,10.5,903.0,0.333333333333,2,2,0.826923076923,0.333428607825,170.15875,2722.54,6.25625,16.6875,267.0,0.333444481494,90.8488888889,1635.28,5.39166666667,7.93055555556,142.75,
4291,50801,CRESTON,88.0,5.10945337621,81.0673311897,311.0,25211.94,1970-01-01 00:00:00.000000052,5.29099678457,1645.5,0.333333333333,3,3,1.99358974359,0.333333333333,54.8608045977,4772.89,4.78563218391,4.46264367816,388.25,0.333453496756,89.7541573034,7988.12,4.99303370787,6.31460674157,562.0,
4296,52565,KEOSAUQUA,89.0,4.84549019608,77.4892810458,153.0,11855.86,1970-01-01 00:00:00.000000047,5.71705882353,874.71,0.333333333333,3,3,0.980769230769,0.333333333333,72.3436363636,3183.12,4.32522727273,5.97159090909,262.75,0.333487117889,80.4496428571,2252.59,5.09678571429,4.92821428571,137.99,
4299,52214,CENTRAL CITY,57.0,3.86794392523,73.8922429907,107.0,7906.47,1970-01-01 00:00:00.000000040,6.63457943925,709.9,0.333333333333,2,2,1.02884615385,0.333573487032,92.3576923077,1200.65,3.78,9.17307692308,119.25,0.333545918367,65.3252,1633.13,3.6276,6.2348,155.87,
4300,52577,OSKALOOSA,62.0,5.25453125,252.5215625,64.0,16161.38,1970-01-01 00:00:00.000000035,15.3125,980.0,0.333423636871,2,2,0.615384615385,0.333425179537,546.250625,8740.01,5.61625,21.984375,351.75,0.333333333333,324.678571429,4545.5,4.3,26.1428571429,366.0,
4301,50320,DES MOINES,77.0,4.73481707317,141.228170732,164.0,23161.42,1970-01-01 00:00:00.000000072,6.36536585366,1043.92,0.333333333333,4,4,0.788461538462,0.333372057001,128.179,5127.16,4.75525,5.15775,206.31,0.333442353752,138.021785714,3864.61,5.35964285714,6.86785714286,192.3,
4303,52637,MEDIAPOLIS,29.0,5.13113821138,42.7848780488,246.0,10525.08,1970-01-01 00:00:00.000000052,2.88182926829,708.93,0.333333333333,3,3,1.57692307692,0.333333333333,34.7039285714,1943.42,4.74696428571,2.58303571429,144.65,0.333333333333,40.7001754386,2319.91,5.08754385965,2.61842105263,149.25,
4306,50441,HAMPTON,35.0,5.24084210526,38.2818421053,190.0,7273.55,1970-01-01 00:00:00.000000051,2.77726315789,527.68,0.333333333333,3,3,1.21794871795,0.333333333333,44.6944680851,2100.64,4.77361702128,3.90063829787,183.33,0.333442353752,31.5363157895,1198.38,5.32605263158,2.12342105263,80.69,
4310,51012,CHEROKEE,18.0,5.05913461538,102.312403846,104.0,10640.49,1970-01-01 00:00:00.000000035,7.70432692308,801.25,0.333333333333,4,4,0.5,0.333333333333,82.7665,1655.33,4.409,7.8875,157.75,0.333456153279,60.83,2007.39,4.62181818182,6.38636363636,210.75,
4311,50501,FORT DODGE,94.0,4.51758928571,322.732232143,112.0,36146.01,1970-01-01 00:00:00.000000045,34.3191964286,3843.75,0.333333333333,3,3,0.717948717949,0.333333333333,290.420909091,9583.89,4.85484848485,28.0227272727,924.75,0.333333333333,188.8148,4720.37,4.7012,17.16,429.0,
4312,51501,COUNCIL BLUFFS,78.0,5.66849865952,194.471206434,746.0,145075.52,1970-01-01 00:00:00.000000052,10.7473324397,8017.51,0.333333333333,4,4,3.58653846154,0.333333333333,184.066374269,31475.35,5.22684210526,9.79795321637,1675.45,0.333333333333,170.800983607,31256.58,5.88038251366,9.34836065574,1710.75,
4313,50022,ATLANTIC,15.0,4.43,164.198909091,55.0,9030.94,1970-01-01 00:00:00.000000029,17.4272727273,958.5,0.333333333333,2,2,0.528846153846,0.333501006036,106.069230769,1378.9,4.84923076923,10.0384615385,130.5,0.333514938397,263.934444444,4750.82,5.06166666667,28.4166666667,511.5,
4317,50849,GREENFIELD,1.0,4.73496240602,75.0611278195,133.0,9983.13,1970-01-01 00:00:00.000000045,6.24436090226,830.5,0.333333333333,5,5,0.511538461538,0.333439799111,79.5318181818,1749.7,4.97409090909,5.27272727273,116.0,0.333333333333,99.8428571429,2795.6,5.31607142857,5.71428571429,160.0,
4318,51566,RED OAK,69.0,5.00682539683,124.353492063,63.0,7834.27,1970-01-01 00:00:00.000000037,10.0992063492,636.25,0.333333333333,4,4,0.302884615385,0.333333333333,96.4425,1543.08,5.094375,9.046875,144.75,0.333333333333,125.330454545,2757.27,6.35227272727,7.02272727273,154.5,
