company,culture,job_addr,job_description,job_posted,job_security_advance,job_title,link,management,reviews_score,reviews_total,salary,salary_benefits,salary_bins,work_life_bal,salary_bins_int
MAKE Corporation,3.4,"Chicago, IL 60614 (Lincoln Park area)","
Develop data science expertise. Identifying opportunities to innovate on top of the CLS data, which promote skills in Data Analytics....",13 days ago,2.2,Data Scientist,http://www.indeed.com/cmp/MAKE-Corporation/jobs/Data-Scientist-2f4671c22c24973d?r=1&fccid=11956bc407b957c6,3.4,4.4,-,-,3.0,"$120,000+",3.6,120000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in unstructured data, this Data Scientist role will apply techniques from fields such as machine learning, applied statistics, natural...",16 days ago,3.0,Data Scientist - Unstructured Data,http://www.indeed.com/rc/clk?jk=216f8383df42ee69&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Illinois Technology Association,-,"Chicago, IL","
Writing software to clean and investigate large, messy data sets of numerical and textual data. Integrating with external data sources and APIs to discover...",12 days ago,-,Capital One - Data Scientist,http://www.indeed.com/rc/clk?jk=16731f95b73d209a&fccid=3de83442785d5fca,-,4.0,-,-,-,"$120,000+",-,120000
NJF Search,-,"Chicago, IL","
As a data scientist you will be applying statistical modelling techniques to huge structured, and unstructured data sets with a view to optimize these models...",8 days ago,-,Data Scientist - High Frequency Trading,http://www.indeed.com/cmp/NJF-Search/jobs/Data-Scientist-6349e3830d7ff5d1?r=1&fccid=e798f9ceb042679a,-,4.0,-,-,-,"$120,000+",-,120000
W.W. Grainger,3.7,"Chicago, IL","
Explore data sets and identify data transformation and data quality needs for targeted applications. Hands-on software engineering and data science experience...",30+ days ago,3.3,Data Scientist (Chicago),http://www.indeed.com/rc/clk?jk=09df9648e07ac8ee&fccid=68bc43ebf2f50281,3.3,3.9,"1,020",-,3.9,"$120,000+",3.7,120000
Optiver,3.3,"Chicago, IL","
Data Scientists and Quantitative Researchers. Optiver is looking for Data Scientists and Quantitative Researchers to join our Chicago Office....",26 days ago,2.0,Data Scientists and Quantitative Researchers,http://www.indeed.com/rc/clk?jk=dfa37ba3b0f7904e&fccid=8ef4fa42d160b676,2.7,3.8,4,-,5.0,"$120,000+",3.3,120000
Civis Analytics,5.0,"Chicago, IL","
Applied data scientists structure hard problems, analyze large data sets, build predictive models, collaborate in cross-functional teams, create client...",29 days ago,3.0,New Graduate - Applied Data Scientist,http://www.indeed.com/rc/clk?jk=92442317ab080b73&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
VitalSource Staffing,-,"Chicago, IL","
Qualifications for Data Scientist Role:. 1+ years of experimental data modeling experience. They need talented engineers and data scientists to help build the...",27 days ago,-,Data Scientist - Multiple Roles Available,http://www.indeed.com/rc/clk?jk=2e9eef32956cd1f2&fccid=bfae268325fa2c43,-,4.0,-,-,-,"$120,000+",-,120000
Deloitte,3.8,"Chicago, IL 60606 (Loop area)","
Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",19 days ago,3.7,Advanced Analytics Enablement Big Data Senior Consultant,http://www.indeed.com/rc/clk?jk=031d02653e8a33f5&fccid=9e215d88a6b33622,3.6,4.0,"3,436",-,3.6,"$120,000+",3.4,120000
Illinois Technology Association,-,"Chicago, IL","
Lead Data Scientist –Optimization. Writing software to clean and investigate large, messy data sets of numerical and textual data....",12 days ago,-,Capital One - Lead Data Scientist –Optimization,http://www.indeed.com/rc/clk?jk=326f3e10cc8e4233&fccid=3de83442785d5fca,-,3.9,-,-,-,"$120,000+",-,120000
Morningstar,3.6,"Chicago, IL","
You will work with an interdisciplinary team of data analysts, engineers, and data scientists that focus on Morningstar software products....",15 days ago,2.9,Big Data Engineer,http://www.indeed.com/rc/clk?jk=bc67974b08e9a602&fccid=eaabf52abd909bd5,3.1,3.8,44,-,3.0,"$120,000+",3.8,120000
United Airlines,3.8,"Chicago, IL","
Data Scientist - Marketing Big Data. Data research and analysis within a Big Data environment as well as designing data visualizations....",30+ days ago,3.5,Data Scientist - Marketing Big Data,http://www.indeed.com/rc/clk?jk=e9c3962029aa9b50&fccid=e69f69636a9997cd,3.5,4.0,"1,099",-,4.0,"$120,000+",3.9,120000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in engineering, you’ll tackle the challenging computational and programming problems that are critical for the creation and application of...",30+ days ago,3.0,Data Scientist - Engineering,http://www.indeed.com/rc/clk?jk=fa46bb2e8942688a&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Civis Analytics,5.0,"Chicago, IL","
Survey data, consumer data, public data, and client data. Leading agile technical delivery of data pipelines and core data assets....",6 days ago,3.0,Lead Data Engineer,http://www.indeed.com/rc/clk?jk=f9ed716542510a0b&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Allstate Insurance,3.7,"Chicago, IL 60601 (Loop area)","
Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. Strong understanding of geospatial data....",30+ days ago,3.3,Geospatial Data Scientist,http://www.indeed.com/rc/clk?jk=f474bbe40f2b1782&fccid=3a71a4d2f7990a25,3.5,3.9,"2,826",-,3.5,"$120,000+",3.8,120000
Civis Analytics,5.0,"Chicago, IL","
Manages teams of data scientists and analysts. ADS Managers manage, supervise and mentor a team of Data Scientists in the ADS practice to deliver custom...",30+ days ago,3.0,Applied Data Science Manager,http://www.indeed.com/rc/clk?jk=51ae91de720f75b4&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Trunk Club,3.7,"Chicago, IL 60654 (Loop area)","
Helping data scientists develop algorithms in our relevance and recommender systems; For a data scientist, Trunk Club is a retail dream....",2 days ago,3.3,Director/VP of Data Science & Personalization,http://www.indeed.com/rc/clk?jk=88016542c62157ea&fccid=0071370f02db63ca,3.3,3.5,36,-,2.8,"$120,000+",3.3,120000
Merkle Inc.,0.0,"Chicago, IL 60603 (Loop area)","
VP, Foundational Data Products. Machine learning, big data techniques. This product leverages Foundational Data Products, such as identity, to provide valuable...",30+ days ago,0.0,"VP, Foundational Data Products",http://www.indeed.com/rc/clk?jk=29f29a2ac16c0ca1&fccid=ddfd750eca9911bc,0.0,3.5,2,-,0.0,"$120,000+",0.0,120000
HERE,3.8,"Chicago, IL","
Hive, etc., for working with big data in Hadoop for data extraction and prep. Computational statistics/science, data mining, machine....",30+ days ago,3.3,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=b288c4ef85be6c23&fccid=e5b1608616237b79,3.3,3.8,56,-,3.6,"$120,000+",4.0,120000
Selby Jennings,-,"Chicago, IL","
Data Scientist – Big Data/Artificial Intelligence. Build data pipelines using big data technologies like Hadoop, Spark, etc....",27 days ago,-,Data Scientist – Big Data/Artificial Intelligence,http://www.indeed.com/rc/clk?jk=c539cc07d99688d1&fccid=e46dcf251ad893cd,-,3.8,-,"$135,000 - $165,000 a year",-,"$120,000+",-,120000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in statistics, this data scientist role will apply state-of-the-art statistical methods to our research as well as develop entirely new...",30+ days ago,3.0,Data Scientist - Statistics,http://www.indeed.com/rc/clk?jk=4cbbecdfe07c5fdb&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Analytic Recruiting,5.0,"Chicago, IL","
Take analytical objectives and define data requirements. Analytics Firm seeking a Data Scientist to consult to clients and implement advanced statistical and...",30+ days ago,5.0,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=e57f50f99c194778&fccid=3b4e0f2c2deb87d6,5.0,4.0,2,"$140,000 a year",5.0,"$120,000+",5.0,120000
Illinois Technology Association,-,"Chicago, IL","
Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",5 days ago,-,Capital One - Data Science Manager,http://www.indeed.com/rc/clk?jk=79aa8891490e51ec&fccid=3de83442785d5fca,-,4.0,-,-,-,"$120,000+",-,120000
Johnson Controls,3.7,"Chicago, IL","
Evaluate 3rd party data sets and understand data limitations and quality; The team consists of prior consultants, retail operations experts, data scientists,...",30+ days ago,3.3,"Director, Advanced Analytics",http://www.indeed.com/rc/clk?jk=a23832daf2d9338b&fccid=dacddaa4d49537d8,3.4,3.9,"2,159",-,3.9,"$120,000+",3.6,120000
NCSA Athletic Recruiting,3.8,"Chicago, IL","
Head of Data Science. You most likely have 5+ years of experience as a data scientist in a dynamic environment, but if you don’t you make up for it with an...",21 days ago,2.6,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=dd29435fcdf1d25c&fccid=3d8ca2910b0b5df8,3.3,3.6,14,-,2.4,"$120,000+",3.0,120000
Montway Auto Transport,1.0,"Des Plaines, IL","
You will be responsible for providing the vision and direction of data architecture, data strategy and guiding best practice in design and integrations....",30+ days ago,1.0,Data Scientist,http://www.indeed.com/rc/clk?jk=a6a7d899d7945efe&fccid=be0cab147eb1f8dd,1.0,1.0,-,-,2.0,"$120,000+",2.0,120000
Epsilon,2.9,"Chicago, IL","
Scientists and Senior Data Scientists in both research and technical aspects of. Director, Data Science....",30+ days ago,2.6,"Director, Data Science",http://www.indeed.com/rc/clk?jk=1ea249dcfa3a5849&fccid=d20278fc46c90d65,2.7,3.1,115,-,3.2,"$120,000+",3.1,120000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in unstructured data, this Senior Data Scientist role will apply techniques from fields such as machine learning, applied statistics,...",16 days ago,3.0,Senior Data Scientist - Unstructured Data,http://www.indeed.com/rc/clk?jk=395222238693e370&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Teradata,3.4,"Chicago, IL 60661 (Near West Side area)","
Mentor other data scientists. As a Principal Data Scientist, you will:. Ideal Principal Data Scientist candidates have this additional experience:....",30+ days ago,3.4,Think Big Principal Data Scientist,http://www.indeed.com/rc/clk?jk=55b8b790509a3f2a&fccid=ded9605952442cb4,3.1,3.9,75,-,3.6,"$120,000+",3.9,120000
Raise Marketplace Inc.,-,"Chicago, IL 60603 (Loop area)","
Work with Business Analysts, Application Developers and Data Scientists to implement solutions using agile methodologies....",30+ days ago,-,Data Engineer,http://www.indeed.com/rc/clk?jk=69ef19bfc0e16d7b&fccid=7e7b9208df1a8ec0,-,3.9,-,-,-,"$120,000+",-,120000
Morningstar,3.6,"Chicago, IL","
Provide visionary technology leadership, keeping abreast of new developments in all areas of technology, with an emphasis on mobile, knowledge management, and...",1 day ago,2.9,Director of Technology,http://www.indeed.com/rc/clk?jk=6f5919c8099149e0&fccid=eaabf52abd909bd5,3.1,3.8,44,-,3.0,"$120,000+",3.8,120000
GE Transportation,3.8,"Chicago, IL","
The Senior Data Scientist will demonstrate leadership in communicating business goals, programs, and processes for multiple areas or business / market segments....",30+ days ago,3.4,Senior Data Scientist,http://www.indeed.com/rc/clk?jk=247034e0fc1612ef&fccid=28a3c96b50e74da3,3.6,4.0,114,-,3.9,"$120,000+",3.9,120000
JPMorgan Chase,3.7,"Chicago, IL","
VP, Data Scientist - Credit Risk Operational Metrics. Data scientist, statistician, and related professions) in a quantitative field:....",30+ days ago,3.4,"VP, Data Scientist - Credit Risk Operational Metrics",http://www.indeed.com/rc/clk?jk=a9b1907287da0398&fccid=c46d0116f6e69eae,3.5,3.9,"10,655",-,3.9,"$120,000+",3.7,120000
Shoprunner,-,"Chicago, IL","
Values data and truth over ego. ShopRunner is looking for a seasoned Director of Data Science to join our talented engineering team....",20 days ago,-,Director of Data Science,http://www.indeed.com/rc/clk?jk=49116da991c6d83c&fccid=d30439d44a523b5d,-,3.9,-,-,-,"$120,000+",-,120000
Raise Marketplace Inc.,-,"Chicago, IL 60603 (Loop area)","
Work to create data models to hold the data either at the enterprise level or a data mart level. Work with Business Analysts, Application Developers and Data...",2 days ago,-,Senior Data Warehouse Engineer,http://www.indeed.com/rc/clk?jk=1c6fe661fbcfb0c0&fccid=7e7b9208df1a8ec0,-,3.9,-,-,-,"$120,000+",-,120000
Illinois Technology Association,-,"Chicago, IL","
Collaborate with data scientists to design and develop processes to further business unit and company-wide data science initiatives on a common data platform....",30+ days ago,-,GrubHub - Data Engineer,http://www.indeed.com/rc/clk?jk=a527843d6fd1f8c7&fccid=3de83442785d5fca,-,3.9,-,-,-,"$120,000+",-,120000
Hirewell,5.0,"Evanston, IL","
Data skills, whether relating to data size, speed requirements, complexity, inconsistency, etc. Web services & data transport mechanisms....",30+ days ago,5.0,Data Scientist,http://www.indeed.com/rc/clk?jk=99d219d30299a139&fccid=55a807200001a772,5.0,5.0,-,"$150,000 a year",5.0,"$120,000+",5.0,120000
Workbridge Associates,3.3,"Chicago, IL 60603 (Loop area)","
MS in Data Science/Computer Science or RelatedExperience working with consumer driven data models in B2CStrong business intelligenceBenefits & PerksAs a...",30+ days ago,2.9,Lead Data Scientist,http://www.indeed.com/cmp/Workbridge-Associates/jobs/Lead-Data-Scientist-b5ef7bea275866fa?r=1&fccid=a6920e0a635e5c4e,3.4,3.3,24,$90 an hour,2.8,"$120,000+",3.0,120000
Astellas Pharmaceuticals,3.4,"Northbrook, IL","
Develop data mining and/or data modeling plans to support RWI&A projects and programs. Manage, mentor and develop a high performing data scientists team through...",30+ days ago,3.2,"Director, RWI Data Science",http://www.indeed.com/rc/clk?jk=e972263beff4194b&fccid=889299755eb998cd,3.0,3.7,50,-,4.0,"$120,000+",3.5,120000
Tempus,4.0,"Chicago, IL 60654 (Loop area)","
We now have more data than ever before but providers don't have the infrastructure or expertise to make sense of said data....",5 days ago,3.7,Senior Scientist I - Clinical NGS,http://www.indeed.com/rc/clk?jk=d881387adf77273c&fccid=8525bdcf5722dd27,4.0,4.0,7,-,3.7,"$120,000+",4.3,120000
BAXTER,3.8,"Deerfield, IL","
Integrity is imperative for all financial data, controls, and business practices. Pharmacovigilance consists of safety operations, risk management, safety data...",13 days ago,3.4,2016 National Black MBA Association Conference,http://www.indeed.com/rc/clk?jk=0a87e6f9deb8aa01&fccid=01c9ea880c965182,3.5,4.0,699,-,3.9,"$120,000+",3.8,120000
Civis Analytics,5.0,"Chicago, IL","
Engineers collaborate across departments with our data scientists and analysts who are not only the best and brightest in their fields, but are also eager to...",15 days ago,3.0,Senior Engineer - Site Reliability,http://www.indeed.com/rc/clk?jk=6c20bbb3a3876163&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
BOEING,3.8,"Chicago, IL","
Skilled scientists and thinkers. Able to perform investigative background research and develop data to help support strategic intent of the enterprise....",6 days ago,3.5,External Technical Affiliations Senior Manager,http://www.indeed.com/rc/clk?jk=e5cd25cfdf32ca67&fccid=edae4285faf6c2f0,3.5,4.1,"2,912",-,4.2,"$120,000+",3.9,120000
Deloitte,3.8,"Chicago, IL 60606 (Loop area)","
Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",19 days ago,3.7,Advanced Analytics Enablement Big Data Manager,http://www.indeed.com/rc/clk?jk=14dff012745d8131&fccid=9e215d88a6b33622,3.6,4.0,"3,436",-,3.6,"$120,000+",3.4,120000
Options Away,-,"Chicago, IL","
The role combines knowledge of statistical models, pricing, insurance or financial risk models, and option pricing strategies with strong abilities in data...",10 days ago,-,DATA SCIENTIST,http://www.indeed.com/rc/clk?jk=7cb6600457e22bcf&fccid=3a5ac6e79a54ec3f,-,4.0,-,-,-,"$120,000+",-,120000
Accenture,3.9,"Chicago, IL","
Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",30+ days ago,3.8,Analytics Strategy & Transformation Manager (CPG/Retail),http://www.indeed.com/rc/clk?jk=a1011f928b4035fd&fccid=a4e4e2eaf26690c9,3.6,4.0,"6,848",-,3.6,"$120,000+",3.7,120000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in statistics, this Senior Data Scientist role will apply state-of-the-art statistical methods to our research as well as develop entirely...",30+ days ago,3.0,Senior Data Scientist - Statistics,http://www.indeed.com/rc/clk?jk=42989814f0f63073&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Enterprise Consulting Services,4.7,"Chicago, IL 60611 (Near North Side area)","
We are looking to bring on board a Data Scientist for research and new product development, supporting existing teams of developers and architects....",30+ days ago,5.0,Data Scientist,http://www.indeed.com/cmp/Enterprise-Consulting-Services/jobs/Data-Scientist-cf4315c2648672c9?r=1&fccid=485a4a2831c74d29,4.7,5.0,3,-,5.0,"$120,000+",4.7,120000
SpotHero,4.0,"Chicago, IL","
Helping to maintain data quality of data science and analytics tasks through the design and use of data factories and unit testing frameworks....",30+ days ago,3.0,Senior Data Engineer,http://www.indeed.com/rc/clk?jk=a729747362b10c90&fccid=74684538b2d4605e,0.0,3.0,-,-,2.0,"$120,000+",4.0,120000
Citi,3.8,"Chicago, IL","
Experience creating machine learning, data mining, data visualization, data munging, and statistical models for Big Data problems....",30+ days ago,3.4,Engineering Group Manager,http://www.indeed.com/rc/clk?jk=868be0bdecf05ef1&fccid=5bcd1ef0a7f4fb99,3.5,3.9,"7,924",-,3.9,"$120,000+",3.8,120000
Enova,3.3,"Chicago, IL 60604 (Loop area)","
Data Scientist II Our Analytics team:. They help investigate new analytics methodologies, use cases, and data sources, to institute new and best practices...",29 days ago,3.4,Research & Platform Analytics Analyst,http://www.indeed.com/rc/clk?jk=2d49fff74eaaf7b2&fccid=e5d7d90e97a70765,3.3,3.7,23,-,3.6,"$120,000+",3.8,120000
Civis Analytics,5.0,"Chicago, IL","
Engineers collaborate across departments with our data scientists and analysts who are not only the best and brightest in their fields, but are also eager to...",6 days ago,3.0,Lead Devops/Systems Engineer,http://www.indeed.com/rc/clk?jk=7f98b8cd6d63c4c0&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Civis Analytics,5.0,"Chicago, IL","
With a specialization in engineering, you’ll tackle the challenging computational and programming problems that are critical for the creation and application of...",30+ days ago,3.0,Senior Data Scientist - Engineering,http://www.indeed.com/rc/clk?jk=2f6f9508fb53a047&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
"Vizient, Inc.",-,"Chicago, IL","
Provides coordination for member risk adjustment task force include clinicians and data scientists. Works with member task force and Center for Advanced...",26 days ago,-,"Director, Risk Adjustment",http://www.indeed.com/rc/clk?jk=c8a787bb933fa3bc&fccid=ab22e7c357e67bd4,-,4.0,-,-,-,"$120,000+",-,120000
Dyson,3.5,"Chicago, IL 60654 (Loop area)","
Dyson sells products in 71 countries, and it employs almost 6,000 people globally, one third of whom are engineers and scientists....",12 days ago,3.1,Head of Security – Dyson Americas,http://www.indeed.com/rc/clk?jk=5e03c627517d1a29&fccid=366382f52796fce2,3.1,3.7,54,-,3.3,"$120,000+",3.6,120000
All-In Analytics,-,"Chicago, IL","
Looking for a seasoned manager very strong in machine learning and big data to build and lead a team of data scientists and engineers at a Fortune 100 company...",30+ days ago,-,Head of Machine Learning Big Data,http://www.indeed.com/rc/clk?jk=031bec76dd816a15&fccid=3e88714d858f0a69,-,3.7,-,-,-,"$120,000+",-,120000
Mondelez International,3.6,"Deerfield, IL 60015","
Experience with tools and processes related to enterprise data management (global/ regional data warehouse, big data environments, metadata management processes...",30+ days ago,3.2,Sr. Director of Decision Solutions (Analytics and Master Dat...,http://www.indeed.com/rc/clk?jk=cf2dc9aa8f0c5dce&fccid=0ba2244fbaa16b6c,3.4,3.8,640,-,3.8,"$120,000+",3.6,120000
Civis Analytics,5.0,"Chicago, IL","
Our engineers, data scientists and analysts are not only the best and brightest in their fields, but are also eager to teach and learn from you....",30+ days ago,3.0,DevOps Engineer,http://www.indeed.com/rc/clk?jk=dccf2eada98f78df&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
York Solutions LLC,4.0,"Chicago, IL","
 Work with Business Analysts, Application Developers and Data Scientists to implement solutions using agile methodologies....",23 days ago,1.0,Kafka Streams Engineer,http://www.indeed.com/rc/clk?jk=bf8db1ae354cb920&fccid=c4f234690a23d62d,5.0,4.0,-,-,4.0,"$120,000+",5.0,120000
Civis Analytics,5.0,"Chicago, IL","
Political technology and data. Data visualization for the web (using D3 or similar). Engineers collaborate across departments with our data scientists and...",14 days ago,3.0,Senior Software Engineer,http://www.indeed.com/rc/clk?jk=2f376584be8197a7&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Big Wednesday Digital,-,"Chicago, IL 60603 (Loop area)","
Their systems scale across multiple data centers, totaling a few million writes per second and managing petabytes of data....",30 days ago,-,Data Engineer (ElasticSearch/Kafka) -global eCommerce - Bang...,http://www.indeed.com/rc/clk?jk=1b9c5e1ee71c1c17&fccid=3d8ab506c00f8238,-,4.0,-,"$50,000 - $125,000 a year",-,"$120,000+",-,120000
Experis,3.6,"Chicago, IL 60654 (Loop area)","
Proven experience with logical / physical data modeling across a number of different data management platforms (i.e....",13 days ago,2.8,Information Architect,http://www.indeed.com/rc/clk?jk=c2d9788cccce400e&fccid=ca2b244e2a15ca5c,3.4,3.8,293,-,3.5,"$120,000+",3.7,120000
The Climate Corporation,4.5,"Chicago, IL","
You will have the opportunity to work with large, ""big data"" sets such as scientific data, machine generated data from our farmer's equipment, geospatial data,...",30+ days ago,2.5,"Staff Software Engineer, Backend",http://www.indeed.com/rc/clk?jk=f83d36047863d9af&fccid=5527fa86119a4ea6,3.0,4.5,2,-,4.5,"$120,000+",4.0,120000
Argonne National Laboratory,3.9,"Lemont, IL","
The KBase data interfaces (for sharing, displaying and accessing biological data),. Experience working with scientific datasets and developing data...",30+ days ago,3.3,Senior Front End Developer,http://www.indeed.com/rc/clk?jk=26f3bd7152536669&fccid=5d1506a5df73a48e,3.6,4.2,79,-,3.9,"$120,000+",4.1,120000
Jobspring Partners,3.5,"Evanston, IL","
Vice President, Analytics, Downtown, SQL, BI Tools, VBA, Python, Java, Agile Methodologies, Data Science, Data Engineer, Marketing Analytics, Data Scientist,...",30+ days ago,3.4,VP of Analytics (Deep Learning),http://www.indeed.com/rc/clk?jk=7c51651b70cda69d&fccid=4a2d2fbadf14d480,3.2,3.3,12,"$160,000 - $180,000 a year",2.8,"$120,000+",2.8,120000
Accenture,3.9,"Chicago, IL","
Understanding of analytics roles and responsibilities (e.g., data scientist). Accenture has a team of more than 36,000 digital professionals including technical...",30+ days ago,3.8,"Analytics Go-To-Market Account Lead, Retail Industry Senior...",http://www.indeed.com/rc/clk?jk=8edd37266d63c531&fccid=a4e4e2eaf26690c9,3.6,4.0,"6,848",-,3.6,"$120,000+",3.7,120000
Civis Analytics,5.0,"Chicago, IL","
Political technology and data. Data visualization for the web (using D3 or similar). Engineers collaborate across departments with our data scientists and...",30+ days ago,3.0,Software Engineer,http://www.indeed.com/rc/clk?jk=c12b4b2d40c6eef7&fccid=85806092f576a90e,3.0,4.0,-,-,3.0,"$120,000+",4.0,120000
Strategic IT Staffing,4.3,"Chicago, IL","
Doing all this with an exceptional group of software engineers, data scientists, dev-ops engineers and managers....",30+ days ago,4.0,Senior DevOps Engineer,http://www.indeed.com/rc/clk?jk=7a3965aa8c36a6d3&fccid=028ef7f5b4e7c045,4.3,4.8,4,-,4.3,"$120,000+",4.7,120000
Klinexa Inc.,-,"Deerfield, IL","
Line management responsibilities for junior physicians and/or scientists. Review of safety data and participate in dose escalation decisions....",30+ days ago,-,"Medical Director, Pharmacovigilance",http://www.indeed.com/cmp/Klinexa-Inc./jobs/Medical-Director-16cae1ff9364fe77?r=1&fccid=60d23db826e4091d,-,4.8,-,-,-,"$120,000+",-,120000
Astellas,3.4,"Northbrook, IL","
Develop data mining and/or data modeling plans to support RWI&A projects and programs. Manage, mentor and develop a high performing data scientists team through...",7 days ago,3.2,"Director, RWI Data Science",http://www.indeed.com/rc/clk?jk=df8548b2aafbf8e0&fccid=889299755eb998cd,3.0,3.7,50,-,4.0,"$120,000+",3.5,120000
Astellas Pharmaceuticals,3.4,"Northbrook, IL","
 Supervise 1-3 junior CPED scientists.  May have functional management of scientists.  May have direct reporting CPED scientists who are responsible for...",30+ days ago,3.2,"Clinical Pharmacology Exploratory Development, Science Direc...",http://www.indeed.com/rc/clk?jk=4bab328a3253ec24&fccid=889299755eb998cd,3.0,3.7,50,-,4.0,"$120,000+",3.5,120000
Bolstr,-,"Chicago, IL","
Excited to use your experience to build a credit methodology and decision tree from scratch alongside a wicked smart data scientist....",30+ days ago,-,Chief Credit Officer,http://www.indeed.com/rc/clk?jk=677e75849ece52b4&fccid=fb9bbcab76f046d3,-,3.7,-,-,-,"$120,000+",-,120000
